Transaction_ID,Customer_Age,Gender,Annual_Income,Credit_Score,Purchase_Category,BNPL_Provider,Purchase_Amount,Device_Type,Connection_Type,Checkout_Time_Seconds,Browser,Repayment_Status
1d136c3d-fa36-4fd1-b2a3-8c789fa47fb3,42,Male,72064,763,Groceries,Affirm,39,Mobile,WiFi,134,Firefox,Paid On Time
e05e8fc1-320a-48cd-a770-4438b3669a13,44,Female,85273,837,Electronics,Afterpay,1587,Desktop,WiFi,90,Firefox,Paid On Time
2c04d2c9-7590-48f2-9021-5e0152dd77ea,59,Female,38961,776,Electronics,Klarna,998,Mobile,WiFi,161,Firefox,Paid On Time
74de6c44-cfa1-444a-923e-cf68a523a9fb,45,Male,112964,791,Groceries,Sezzle,252,Desktop,WiFi,65,Chrome,Paid On Time
7a0ceab7-ca3a-4044-b7d8-f23e47ff0c63,33,Male,47838,651,Groceries,Affirm,38,Mobile,VPN,39,Edge,Late Payment
f00cf39b-f621-4ab8-9671-0e912b996512,32,Male,55602,598,Travel,Sezzle,2960,Desktop,WiFi,60,Chrome,Paid On Time
c5ea4203-fe2c-4a0b-9fdc-1ef1f3e719d3,64,Male,42660,669,Home & Furniture,Klarna,291,Mobile,4G/5G,66,Chrome,Paid On Time
73c79958-b04d-4a23-942c-9b6e66b479c5,61,Female,52055,378,Travel,Sezzle,439,Mobile,4G/5G,172,Firefox,Paid On Time
bed9a168-3abd-4546-8787-7c2d98a50bf7,20,Male,63147,714,Electronics,Sezzle,273,Mobile,VPN,67,Firefox,Paid On Time
88e0fd24-b4b3-49b5-a9eb-d94782ef2a94,54,Female,34784,782,Home & Furniture,Afterpay,120,Tablet,WiFi,177,Firefox,Paid On Time
337a78e7-a213-4025-aeab-2efd40964696,24,Female,25328,706,Electronics,Affirm,708,Mobile,WiFi,169,Safari,Paid On Time
5a09e1f2-e34f-4163-a393-0f356fea97a7,38,Male,28583,839,Fashion,Affirm,98,Desktop,4G/5G,142,Firefox,Paid On Time
348a6123-bf7f-430f-8d03-a6d58653285d,26,Male,84132,743,Electronics,Sezzle,861,Mobile,WiFi,78,Chrome,Paid On Time
6fb7b9b5-4d38-464d-a75d-dfc3445757c0,56,Female,112642,609,Travel,Afterpay,1003,Mobile,VPN,56,Chrome,Paid On Time
5b828fc8-0cd2-42c3-bd33-4f6a3c519e9b,35,Male,79163,454,Travel,Affirm,2521,Mobile,WiFi,146,Safari,Paid On Time
c5b21f0d-58ca-4cae-8781-0235e2fdb18a,21,Female,74734,535,Fashion,Afterpay,59,Mobile,4G/5G,85,Safari,Late Payment
092b80af-112f-4cd7-82e7-08f091f8d274,42,Female,70267,495,Electronics,Affirm,582,Tablet,VPN,144,Firefox,Paid On Time
82462bb3-fd8e-4744-9fe7-5d5454db39a4,31,Male,75385,761,Travel,Afterpay,552,Desktop,WiFi,89,Chrome,Paid On Time
6b333e46-1c9e-44c7-ba05-da7cae991844,26,Female,53122,501,Electronics,Affirm,534,Desktop,WiFi,95,Safari,Defaulted
f7d19711-8e7c-4700-b651-b0009f43b4b8,43,Female,96879,703,Groceries,Afterpay,218,Mobile,WiFi,132,Chrome,Paid On Time
b2d466b3-2147-403c-96ae-7cc3061f93bd,19,Male,63570,481,Groceries,Sezzle,86,Mobile,4G/5G,95,Edge,Paid On Time
32c0d32c-85b4-4b91-a441-b67d1b8c9bd0,37,Non-Binary,23510,770,Electronics,Affirm,771,Desktop,WiFi,74,Firefox,Paid On Time
cadf7f83-f92f-4b9b-857d-f9486c0179c6,45,Male,90754,831,Groceries,Affirm,133,Desktop,WiFi,155,Chrome,Paid On Time
801f7a9c-8057-49cd-9cf1-8b480619f8e2,64,Female,69054,659,Beauty,Afterpay,72,Desktop,VPN,117,Safari,Paid On Time
6df31ff5-960c-4a5e-882c-7856a179155f,24,Female,59610,486,Fashion,Affirm,279,Mobile,WiFi,35,Safari,Paid On Time
bb82ee72-909d-4d43-8354-a33a216e1673,61,Female,96338,494,Travel,Klarna,2558,Desktop,WiFi,115,Edge,Paid On Time
1f65ac3c-e4eb-47dc-9b7e-9a993428684b,25,Male,37218,793,Home & Furniture,Klarna,116,Mobile,4G/5G,61,Edge,Late Payment
d5101320-ccec-4f4a-9973-9a5a5da1da69,64,Male,69169,588,Electronics,Sezzle,1859,Tablet,4G/5G,27,Firefox,Paid On Time
2fc27a49-abb5-4198-88ed-0d204ad99f54,52,Male,43156,476,Beauty,Sezzle,118,Mobile,4G/5G,136,Edge,Paid On Time
60cce471-2864-40db-badb-45c93fde2719,31,Female,56048,664,Fashion,Klarna,190,Desktop,4G/5G,131,Safari,Paid On Time
dd4ff1a8-04a1-407e-9730-9cc36fa19b36,34,Male,102079,448,Beauty,Afterpay,143,Mobile,WiFi,160,Safari,Late Payment
451c3d26-f929-49e4-b143-e9ca871e06ca,53,Female,24170,580,Fashion,Klarna,69,Mobile,WiFi,132,Safari,Paid On Time
37a33d36-9384-4af9-b6c5-9ee39a992075,57,Male,81131,443,Fashion,Affirm,250,Mobile,WiFi,79,Chrome,Paid On Time
823c1641-0b6b-436e-a5c8-1992cf17e41c,21,Male,62669,681,Beauty,Klarna,151,Tablet,4G/5G,101,Safari,Paid On Time
a0f6a424-088e-4be4-bbaf-4de6473eb164,19,Male,53443,424,Beauty,Affirm,158,Desktop,4G/5G,134,Chrome,Paid On Time
391b4e9e-42db-4542-a659-561df544a1d8,23,Female,52843,763,Groceries,Affirm,200,Desktop,WiFi,161,Chrome,Paid On Time
b9a8d18b-c4be-4d58-a61c-8105f9713fdb,59,Female,76971,620,Travel,Sezzle,770,Desktop,WiFi,30,Edge,Paid On Time
4351543d-fd25-4773-8846-6aab6fee2293,21,Male,56154,314,Electronics,Sezzle,517,Mobile,WiFi,165,Chrome,Paid On Time
5d76aa2f-1c65-4f81-9d9b-b0b1bf259155,46,Female,95987,360,Home & Furniture,Klarna,205,Desktop,VPN,27,Firefox,Paid On Time
1d783d92-7098-4b48-99e5-76087af8eb34,35,Male,69474,845,Travel,Klarna,1567,Mobile,4G/5G,45,Firefox,Paid On Time
e98ac69b-5dcd-4fca-80b0-22cb0a0ecc90,43,Female,33031,320,Travel,Affirm,1997,Mobile,4G/5G,126,Firefox,Late Payment
63bbb0c6-8339-4c10-8ee2-0272663ad9cf,61,Female,92042,443,Beauty,Klarna,273,Mobile,4G/5G,11,Chrome,Defaulted
811d286e-b890-4dd7-ade4-909a0416ea0f,51,Male,43214,445,Fashion,Afterpay,170,Desktop,WiFi,140,Chrome,Paid On Time
eddf211e-1a79-4287-94a5-8fa8b1e469b9,27,Male,98071,822,Fashion,Affirm,96,Mobile,WiFi,13,Chrome,Paid On Time
4e763be1-b2c4-40e3-b347-dc25d8e26fd8,53,Male,37065,568,Home & Furniture,Affirm,281,Desktop,4G/5G,150,Edge,Late Payment
672aa1b7-f59e-4da5-9cfa-e391f3e445a3,31,Male,36128,567,Groceries,Sezzle,190,Mobile,4G/5G,154,Chrome,Paid On Time
48451fd0-ea4b-4efd-8e45-5ff4073e0f75,48,Female,110250,523,Electronics,Affirm,1435,Mobile,WiFi,136,Chrome,Late Payment
dfa95352-381a-43f4-80f4-a0ecfb5a7ba9,32,Female,34060,842,Groceries,Sezzle,253,Tablet,WiFi,153,Safari,Paid On Time
baa9c286-2838-473c-b415-8055624399ab,25,Female,33091,314,Travel,Sezzle,2343,Mobile,4G/5G,81,Edge,Paid On Time
5c85c747-b1ba-42ea-95bf-65f5c91d35eb,31,Female,57498,475,Home & Furniture,Affirm,75,Mobile,4G/5G,128,Safari,Late Payment
bcf16e2e-d320-4f01-aa8a-2ef8e0fa69d1,40,Male,45918,678,Fashion,Klarna,128,Tablet,4G/5G,67,Edge,Late Payment
5b33b5f2-882d-4ba7-ad8d-dad01178f03d,57,Male,72311,606,Groceries,Klarna,275,Tablet,4G/5G,59,Chrome,Paid On Time
516de685-fb0d-4498-b91f-2a7971713a04,38,Female,60894,817,Travel,Affirm,373,Mobile,WiFi,117,Firefox,Paid On Time
07e603e6-6161-4ec0-84e8-98701e67352f,33,Female,91163,316,Beauty,Sezzle,148,Desktop,4G/5G,72,Firefox,Paid On Time
01900cb6-a17e-4542-bf40-d3b47d2a9ae0,62,Female,74670,583,Groceries,Sezzle,86,Mobile,WiFi,134,Firefox,Paid On Time
92efc96e-c551-47c3-8937-8e3edcff3e64,35,Female,72024,509,Travel,Afterpay,1263,Desktop,VPN,151,Firefox,Paid On Time
4ebf213b-4d56-4511-92e4-5e76417bdc4f,64,Male,77729,521,Groceries,Affirm,165,Mobile,4G/5G,14,Firefox,Paid On Time
580973ff-320f-4b5f-9d18-39b579589c95,41,Male,53052,794,Travel,Affirm,2204,Mobile,WiFi,34,Safari,Paid On Time
8dcad74e-6010-4dd4-adf7-8cafb4090950,43,Female,22901,813,Electronics,Sezzle,426,Mobile,4G/5G,104,Firefox,Paid On Time
c1f8bdd7-9855-4c47-9a65-0425ab153b0f,42,Male,114248,755,Home & Furniture,Affirm,116,Mobile,WiFi,131,Firefox,Paid On Time
2509191e-a886-472d-8d67-ce5046abe62a,62,Female,79642,572,Electronics,Sezzle,997,Desktop,WiFi,81,Safari,Paid On Time
29fe27c6-6cff-4ad4-9475-7cf50173ae7c,58,Male,20138,759,Beauty,Klarna,200,Mobile,WiFi,19,Safari,Paid On Time
bb434398-0bf7-44a9-bd82-0db95d435c23,46,Male,44158,541,Electronics,Affirm,1403,Mobile,4G/5G,29,Chrome,Paid On Time
34d651ad-421a-4d82-b9d6-f79cc7138f94,32,Male,95133,762,Electronics,Sezzle,1557,Mobile,WiFi,143,Firefox,Late Payment
a8332ece-3295-465c-8b2d-e0ddf18b0568,62,Female,81395,678,Beauty,Sezzle,118,Mobile,4G/5G,173,Firefox,Paid On Time
590fd4ec-6362-4309-8d2e-5ba503eaf3b2,18,Female,97674,804,Groceries,Afterpay,204,Desktop,4G/5G,169,Edge,Paid On Time
5f5eea60-d53c-4486-b54b-24fa604ee83c,42,Male,38126,550,Groceries,Sezzle,139,Mobile,WiFi,48,Safari,Late Payment
9867ca57-41df-4290-b19f-596df74b0f0e,24,Female,117378,417,Travel,Klarna,401,Mobile,WiFi,42,Safari,Late Payment
2f16d61c-1cc0-4700-983e-d94f83cd9eba,26,Female,117744,413,Groceries,Klarna,136,Mobile,4G/5G,174,Firefox,Late Payment
11c20a15-5aea-41c3-9872-3de384b3c1a1,41,Male,61715,400,Home & Furniture,Afterpay,63,Mobile,4G/5G,169,Chrome,Paid On Time
7ea84932-2b9f-4269-b4db-e2eaea1114ba,18,Male,46654,757,Fashion,Affirm,100,Mobile,WiFi,17,Chrome,Late Payment
32148751-e6ce-4c4a-aed0-e321f1648962,61,Male,57596,440,Groceries,Sezzle,91,Desktop,WiFi,101,Edge,Paid On Time
29799358-a8f6-42ca-90c8-f9fce2202e8f,25,Male,111933,643,Home & Furniture,Klarna,230,Desktop,4G/5G,142,Safari,Paid On Time
3127c475-d1e3-4849-b5ee-536e19fa5926,41,Female,116700,679,Travel,Sezzle,1078,Mobile,WiFi,7,Safari,Late Payment
8949a26c-7896-4d40-9142-a8bc130cc6e0,28,Male,116708,365,Home & Furniture,Klarna,69,Mobile,WiFi,11,Edge,Paid On Time
06c14397-ae05-49cb-b499-0ec63d94e73d,34,Male,48252,803,Fashion,Sezzle,219,Desktop,WiFi,138,Edge,Paid On Time
d698e488-cd3d-47f9-9149-d844b2e90b2a,25,Male,48179,435,Electronics,Afterpay,955,Tablet,WiFi,8,Firefox,Paid On Time
b045d5fd-b4f2-47ed-abc1-435248fc9b1b,52,Male,103400,465,Beauty,Afterpay,164,Mobile,4G/5G,129,Safari,Paid On Time
3c25d7b7-9e7f-4a8a-9ec7-953ca874ebd5,52,Non-Binary,94996,401,Beauty,Affirm,206,Mobile,4G/5G,61,Chrome,Paid On Time
9dc98743-67ab-40b8-91f8-16f7e67280d1,50,Male,67972,677,Fashion,Sezzle,43,Mobile,4G/5G,94,Chrome,Paid On Time
c2ade8de-d27b-4f90-bfdc-6555c9dc081c,22,Female,92822,500,Home & Furniture,Klarna,123,Mobile,WiFi,130,Safari,Late Payment
ed7c0585-24a3-494d-b6f1-af23018650e8,59,Male,74315,544,Beauty,Affirm,135,Tablet,4G/5G,29,Safari,Late Payment
60f343c5-f19b-4705-84e8-9a889b300c8c,56,Female,51249,763,Groceries,Affirm,227,Mobile,4G/5G,109,Chrome,Paid On Time
8d9a9ca2-70d4-4a7c-bce8-e6a5b869b9d8,58,Female,31472,663,Electronics,Klarna,687,Mobile,WiFi,126,Edge,Paid On Time
1d91b014-582a-41d0-bb7d-a1f15db78027,45,Male,31856,661,Home & Furniture,Afterpay,46,Desktop,4G/5G,65,Safari,Paid On Time
5affec7d-90d8-46ed-a7b8-c8573c438b58,24,Female,110553,495,Electronics,Afterpay,1067,Mobile,WiFi,5,Chrome,Paid On Time
d8818485-7418-4241-9711-560ee873a316,26,Male,54556,471,Fashion,Klarna,160,Desktop,WiFi,117,Edge,Paid On Time
068cb01c-21df-4347-9f5a-579b90646418,25,Male,34149,740,Home & Furniture,Sezzle,234,Desktop,4G/5G,115,Chrome,Paid On Time
8f662445-53f4-46b3-bdc4-78faa57a67e4,29,Male,51413,627,Beauty,Klarna,29,Mobile,4G/5G,16,Safari,Paid On Time
f26b2730-5a5a-4fde-b7ba-1c4e35727f5d,51,Male,35341,394,Fashion,Sezzle,185,Mobile,WiFi,27,Chrome,Paid On Time
ac3601a6-ebb2-41ec-a92e-a6df6e37ba42,50,Male,25385,491,Groceries,Sezzle,212,Mobile,4G/5G,135,Safari,Paid On Time
c619a9ef-c191-4f3d-8a76-be221ad47b86,40,Male,118651,391,Groceries,Klarna,95,Desktop,WiFi,81,Safari,Paid On Time
85092549-fc1a-4638-a8f8-71fa811574eb,41,Male,88196,303,Home & Furniture,Klarna,46,Mobile,4G/5G,118,Safari,Paid On Time
adaea23a-7a79-4508-b7f9-99359119e9ea,54,Female,29004,489,Fashion,Sezzle,23,Desktop,4G/5G,65,Edge,Defaulted
a399779e-0c3b-4eb1-ac36-41cec01b591f,52,Male,68310,469,Home & Furniture,Afterpay,215,Tablet,WiFi,71,Chrome,Paid On Time
d5950511-bc4a-4991-bc32-9c5e966d1308,61,Male,81376,623,Electronics,Affirm,254,Mobile,WiFi,142,Firefox,Paid On Time
08bd6ace-b969-4153-a7db-d3a5092dd98d,57,Female,67400,537,Groceries,Affirm,220,Mobile,4G/5G,21,Chrome,Defaulted
496ac5a9-d067-455f-8f7a-d21c8088f15e,39,Male,95331,527,Beauty,Afterpay,161,Tablet,4G/5G,122,Firefox,Paid On Time
d3f4b8f9-e5d2-4392-8ba4-3ad4dbede1b2,44,Male,105732,456,Beauty,Afterpay,89,Mobile,4G/5G,9,Firefox,Defaulted
5c8856f6-fed6-43ca-b318-f1c9e606f620,52,Male,38942,357,Fashion,Sezzle,287,Mobile,WiFi,101,Chrome,Late Payment
3098f1f3-bcfb-4e90-85f1-776106252e82,18,Female,46547,652,Travel,Sezzle,1903,Mobile,4G/5G,35,Firefox,Paid On Time
4675a3f2-7685-4ddd-a7f7-5a46420f5703,52,Male,80527,667,Electronics,Afterpay,1839,Mobile,4G/5G,111,Chrome,Paid On Time
07f413ce-2852-40bf-90a7-619f5d673330,54,Female,107685,531,Electronics,Afterpay,664,Mobile,WiFi,103,Chrome,Paid On Time
80d1fe26-65b1-46cf-b38f-a8691af6c54f,64,Male,92728,553,Home & Furniture,Afterpay,111,Mobile,4G/5G,105,Edge,Paid On Time
6ea30dcc-8a59-4ffd-8b48-5ad24c83f849,31,Male,72288,376,Travel,Afterpay,1882,Desktop,WiFi,12,Chrome,Paid On Time
fdfe8584-5f8e-4ca2-9788-4818c9c49ffb,20,Male,80131,347,Groceries,Afterpay,60,Desktop,WiFi,10,Chrome,Paid On Time
da91ab9d-61ac-4da2-8f4e-3a164cd56e5d,18,Non-Binary,102173,461,Travel,Afterpay,1301,Desktop,WiFi,102,Edge,Late Payment
4546de53-94cb-49c7-bd9f-00c8f5ba18d7,22,Female,115465,616,Travel,Affirm,645,Desktop,WiFi,159,Firefox,Paid On Time
eadc4219-72c8-4388-97f9-cf6856685188,43,Male,84770,762,Electronics,Afterpay,1282,Desktop,4G/5G,64,Firefox,Late Payment
195e8f1a-eb66-4fb6-8f0a-6122a548c8fb,31,Male,22155,740,Home & Furniture,Affirm,298,Desktop,4G/5G,50,Edge,Paid On Time
e61d2f33-67e1-46b2-a3e1-c7e966bf9987,56,Female,58695,815,Fashion,Affirm,267,Mobile,WiFi,163,Firefox,Paid On Time
96e8b3d6-a602-4ea7-be5f-a73210043418,44,Male,28255,533,Fashion,Affirm,143,Mobile,4G/5G,103,Safari,Paid On Time
a06e2be6-cdc1-45f1-b49c-de2562a7896a,26,Female,44665,405,Beauty,Sezzle,135,Tablet,WiFi,25,Safari,Paid On Time
9175fa09-a814-479f-b031-bf49d26873ad,32,Female,110107,499,Travel,Klarna,950,Mobile,WiFi,83,Edge,Paid On Time
fe2eb7e4-47c7-40dd-b96d-3e9c25839fba,32,Male,20545,436,Groceries,Afterpay,132,Mobile,4G/5G,93,Chrome,Defaulted
3aaf7a90-9eae-4f8e-a5ce-bc836cdac41e,43,Male,117997,673,Electronics,Affirm,1394,Tablet,WiFi,52,Chrome,Paid On Time
30e38e30-933f-43c9-9644-1dda26d10fec,59,Female,42295,606,Travel,Sezzle,1050,Desktop,VPN,170,Safari,Paid On Time
9b50c50d-0fd7-40ee-8f9e-b25905dfd93c,30,Female,34845,426,Beauty,Afterpay,147,Tablet,WiFi,24,Firefox,Late Payment
6c09c596-b93b-4c7b-b7cf-588928bf4806,49,Female,83141,420,Beauty,Afterpay,157,Desktop,WiFi,38,Firefox,Paid On Time
1529b686-baf8-447e-ac3d-f6124d03a9b5,56,Male,74452,720,Home & Furniture,Klarna,28,Mobile,4G/5G,59,Chrome,Paid On Time
e7d300e7-31b5-4b22-bf1d-265e7c190d1c,49,Female,90071,325,Travel,Sezzle,1692,Mobile,4G/5G,142,Safari,Paid On Time
cecbb644-4394-4989-a927-9dadbec59829,21,Male,80432,740,Groceries,Afterpay,115,Desktop,WiFi,83,Edge,Paid On Time
d70ceb01-b360-4f75-92be-b0ffc7666c4c,47,Male,49152,846,Groceries,Klarna,80,Mobile,WiFi,128,Edge,Paid On Time
fbcb8128-aff7-4b36-bb52-50632a01e363,54,Female,59147,704,Beauty,Afterpay,156,Mobile,WiFi,36,Chrome,Paid On Time
915edeb5-9e8f-4a50-ab26-40455d026593,40,Female,35595,590,Groceries,Sezzle,272,Mobile,VPN,84,Chrome,Defaulted
8c6628b3-6d24-4377-a290-3aa73690f713,56,Male,98478,332,Travel,Afterpay,2970,Mobile,4G/5G,5,Firefox,Paid On Time
db02e755-87b4-4ad1-99a0-af4d0727caf8,62,Female,34690,445,Electronics,Klarna,1902,Mobile,4G/5G,89,Firefox,Late Payment
a0b7032a-c2b7-4d61-aa40-e79bb14cef23,32,Female,92717,662,Electronics,Klarna,1327,Mobile,4G/5G,67,Edge,Paid On Time
85328e66-abd3-4841-a570-bffa9b2f4880,60,Male,70876,378,Beauty,Sezzle,59,Mobile,4G/5G,167,Safari,Paid On Time
38205aef-bd57-4474-8eac-600b53a5b336,46,Female,73184,356,Travel,Klarna,868,Tablet,WiFi,69,Safari,Paid On Time
4b0cd91c-de9a-44cd-8863-b0802f7f0654,53,Female,99205,455,Beauty,Klarna,219,Mobile,4G/5G,122,Safari,Paid On Time
00e4806b-5c36-4720-aceb-cf4a8d089b6d,30,Female,57612,636,Electronics,Klarna,753,Mobile,VPN,36,Firefox,Paid On Time
8bf2a7a2-46b6-4b8f-b0ed-23ad1da92543,49,Female,41156,583,Fashion,Sezzle,52,Mobile,4G/5G,97,Edge,Paid On Time
26ba7e64-8222-4f2e-9e03-e3ebeb1a5944,24,Male,52331,350,Electronics,Klarna,207,Desktop,WiFi,30,Chrome,Paid On Time
a2fa99b2-b12f-4baf-9c21-b20dee10fbe1,39,Female,76692,315,Electronics,Sezzle,590,Mobile,WiFi,177,Firefox,Late Payment
3c4178b2-ff7a-4a8d-b0fb-2e651bd94ff7,45,Male,78594,764,Beauty,Klarna,268,Mobile,4G/5G,51,Safari,Paid On Time
b76b0d92-3674-49d2-b736-25e9b899198a,19,Male,33855,535,Beauty,Klarna,262,Tablet,4G/5G,108,Edge,Paid On Time
3d1c780e-2721-4e1c-a17b-539c621f6bf9,59,Female,60449,789,Beauty,Klarna,272,Mobile,WiFi,26,Edge,Paid On Time
f4186b0b-2e20-4fa0-b62b-b7e551978795,62,Female,108928,728,Travel,Affirm,1352,Desktop,4G/5G,147,Firefox,Paid On Time
4fc7972e-e3bc-4e43-902c-02922a4bf7a3,23,Male,59313,830,Fashion,Affirm,213,Desktop,4G/5G,41,Safari,Paid On Time
89bb6681-48ed-43e0-a9d1-b0ddeab3e6fa,45,Male,57998,364,Beauty,Afterpay,265,Mobile,4G/5G,179,Chrome,Paid On Time
13f88dff-65fc-405a-ad0f-bc9d97de7d9c,45,Female,95001,356,Electronics,Sezzle,543,Mobile,VPN,38,Chrome,Paid On Time
5a6f0859-3dab-4b9a-a1b9-c519e0c1b674,61,Male,45743,727,Beauty,Sezzle,103,Mobile,WiFi,85,Edge,Late Payment
cddd6dab-484b-456c-8eac-1c0b7a7782c5,61,Male,114553,569,Electronics,Klarna,720,Desktop,WiFi,83,Chrome,Paid On Time
11e57880-7b1a-41fe-b063-595fef0848ce,37,Male,83748,624,Electronics,Klarna,849,Desktop,WiFi,104,Chrome,Paid On Time
7545ddbb-d7cf-4502-b085-8ca491bb985d,47,Female,47791,450,Travel,Klarna,2321,Mobile,VPN,55,Firefox,Paid On Time
c6d2b5e9-abfe-4384-9af5-e2b2b9bc00ff,28,Male,28299,619,Beauty,Sezzle,81,Desktop,VPN,71,Firefox,Late Payment
ac00416d-f475-44c4-a779-64742c6e0455,45,Female,58223,351,Travel,Klarna,2714,Mobile,4G/5G,115,Safari,Late Payment
c04e50f4-2b9f-49a4-b278-a7ab45c95979,42,Female,97620,485,Beauty,Afterpay,156,Tablet,WiFi,124,Firefox,Paid On Time
d016efc5-b571-462c-8558-9bc23f1409c8,56,Female,107355,512,Beauty,Klarna,34,Desktop,WiFi,167,Safari,Paid On Time
b7d3cd78-ab86-4604-a3d4-73b331f1c587,50,Male,22255,720,Beauty,Affirm,292,Mobile,4G/5G,163,Safari,Paid On Time
ed5c86c6-affc-4f12-b9aa-4c99bf892be9,18,Male,77862,387,Groceries,Sezzle,21,Desktop,WiFi,93,Edge,Paid On Time
04f3d569-dcfa-4d6d-be7c-a20e1e7aea8b,44,Male,69883,833,Fashion,Klarna,53,Desktop,VPN,91,Edge,Paid On Time
de7e808e-2b33-4125-ac10-440220a9aae0,30,Male,50337,410,Fashion,Sezzle,263,Tablet,4G/5G,61,Safari,Paid On Time
e2d84048-dd8d-4be6-9ec0-adb36f3d360e,58,Female,32146,718,Electronics,Klarna,610,Mobile,WiFi,58,Edge,Paid On Time
8e1501c0-3873-4d13-9f4c-d618aea19154,20,Male,87426,467,Electronics,Affirm,394,Tablet,4G/5G,51,Chrome,Defaulted
9d4e63bd-e287-4089-ad60-f2890e4affbc,56,Female,77374,689,Groceries,Affirm,218,Mobile,WiFi,44,Safari,Paid On Time
0f6480b7-a36a-4b64-8880-552035fde9d9,23,Female,62216,721,Fashion,Sezzle,109,Tablet,WiFi,159,Edge,Paid On Time
